,Restaurant_Name,Category,Locality,Known_For2,Id
715,Delhicacy,"Street Food, South Indian, North Indian, Mithai"," DLF Galleria, DLF Phase 4, Gurgaon","Golgappa Shots, Palak Patta Chat, Sev Puri, Bedmi Puri, Jalebi, Matar Kulcha",716
716,Punjab Chicken Corner,"North Indian, Chinese, Mughlai, Rolls"," Gaur City 1, Greater Noida","Pindi Chana Masala, Masala Tikka, Honey Chilli Potatoes, Chicken Rara, Mutton Curry, Paneer Butter Masala",717
717,The Salad Story,"Cafe, Healthy Food, Salad, Fast Food, Beverages"," Chanakyapuri, New Delhi","Blended Cold Coffee, Berry Smoothie, Grilled Chicken, Mocha, Salads, Wraps",718
718,Rice - Radisson Blu Dwarka,"Chinese, Thai, Vietnamese, Japanese"," Radisson Blu, Sector 13, Dwarka, New Delhi","Kung Pao Chicken, Buffet, Dimsums, Prawns, Soup, Ice Cream",719
719,Cocopots,"Bakery, Cafe, Fast Food, Beverages"," Kamla Nagar, New Delhi",,720
720,Pizza Connection,"Pizza, Fast Food"," Kalkaji, New Delhi","Paneer Peri Peri, Peri Chicken, Stuffed Garlic Bread, Paneer Pizza, White Sauce Pasta, Pasta",721
721,Wing Ding - Pub & Cafe,"Continental, Lebanese, Mediterranean, North Indian"," Gardens Galleria, Sector 38 Noida, Noida","Beers, Chilli Potatoes, Nachos, Prawns, Starter, White Sauce Pasta",722
722,Mehak Food,"North Indian, Street Food"," Kalkaji, New Delhi","Bang for the Buck, Nice Crowd, Polite Staff, Prompt Service, Hygiene, Good Taste",723
723,The Brown Box,"Cafe, Bakery, Italian, Desserts"," Panchsheel Park, New Delhi","Cappuccino, Pastries, Oreo Shake, Desserts, Sandwiches, Cold Coffee",724
724,New York Slice,"Pizza, Italian, Sandwich, Fast Food, Beverages"," Golf Course Road, Gurgaon","American Veg Pizza, Veggie Pasta, Cheese Dip, Peri Peri Pizza, Margherita Pizza, Pepperoni",725
725,Kings Kulfi,"Ice Cream, Desserts"," Rajinder Nagar, New Delhi","Jamun Kulfi, Ice Cream Sundae, Chocolate Fudge, Ice Creams",726
726,Cicchetti By Mr Beans,"European, Italian, Continental, Bar Food"," DLF Cyber City, Gurgaon","Spaghetti Pomodoro, Flatbreads, Coffee Frappe, Croissant, Tomato Soup, Hot Chocolate",727
727,Carl's Jr.,"Burger, Fast Food"," DLF Mall of India, Sector 18,  Noida, Noida","Mango Jalapeno Burger, Chicken Tikka Masala Burger, Onion Burger, Wasabi Fries, Chicken Slider, Lamb Patty",728
728,KOOLCHAS - Mera Wala Kulcha,"North Indian, Fast Food, Beverages, Desserts"," Sushant Lok, Gurgaon","Soda Sikhanji, Paneer Jalfrezi, Kokum Drink, Kulfi, Kulcha, Mutton Seekh",729
729,Cafe Coffee Day,"Coffee, Cafe, Fast Food, Sandwich, Desserts, Beverages"," Chanakyapuri, New Delhi","Coffee Frappe, Chocolate Fantasy, Coffees, Veg Sandwich, Cappuccino, Brownie",730
730,Bamboo Shoots,Asian," Sector 18, Noida","Lobster, Fried Prawns, Kung Pao Chicken, Sweet Corn Soup, Soups, Prawn",731
731,Chicago Chimney,"Italian, Fast Food, Desserts"," Sector 37, Noida",,732
732,Kulcha Walas,North Indian," Sector 31, Gurgaon","Aloo Pyaz Kulcha, Onion Kulcha, Cholle Bhature, Chutney",733
733,Tokyo Table,"Japanese, Sushi"," Worldmark 1, Aerocity, New Delhi","Chicken Curry Rice, Chicken Gyoza, Bread Roll, Cheese Roll, Noodle",734
734,The Biryani Smoke House,"Biryani, North Indian, Chinese"," Indirapuram, Ghaziabad","Authentic Hyderabadi Biryani, Non Veg Biryani, Chicken Dum Biryani, Shahi Tukda, Briyani, Starters",735
735,Tasty Noodle Twist,"Chinese, Asian, Thai, Momos, Seafood, Healthy Food"," Model Town 2, New Delhi","Chocolate Roll, Paneer Cheese, Fried Chicken Wings, Noodle, Chilli Potatoes, Chilli Garlic Noodles",736
736,Hashery,"Cafe, Mediterranean, Desserts, Beverages"," Connaught Place, New Delhi","Vegetable Dimsums, Hot Chocolate, Hot Coffee, Tea, White Sauce Pasta, Shakes",737
737,World Art Dining - Cook House,"North Indian, Asian, European"," Punjabi Bagh, New Delhi","Mezze Platter, Dahi Kebab, Tiramisu, Mocktail, Honey Chilli Potatoes, Paneer Lababdar",738
738,Bamboo Boat,"Asian, Thai, Chinese"," DLF Phase 4, Gurgaon",,739
739,Cravity,"Cafe, Bakery"," Hauz Khas, New Delhi","Almond Croissant, Blueberry Cheesecake, Hot Chocolate, Cappuccino, Ice Tea, Desserts",740
740,Pikwik,"North Indian, Chinese, Mughlai, Fast Food, Rolls, Seafood, Desserts, Beverages"," Pitampura, New Delhi","Tandoori Raan, Punjabi Chicken, Pudina Parantha, Malai Kofta, Paneer Lababdar, Manchurian",741
741,36 lebzelter,"Bakery, Desserts, Fast Food"," Mayur Vihar Phase 1, New Delhi","Mawa Cake, Paneer Puff, Blueberry Cheese Cake, Truffle Pastry, Cupcakes, Pastries",742
742,Coffee Bond,"Cafe, Coffee, Pizza, Fast Food"," Uday Park, New Delhi",,743
743,Butter Chicken Factory,North Indian," Sector 14, Gurgaon","Black Pepper Chicken Tikka, Gulkand Ice Cream, Butter Chicken Roti, Tikka Achari, Amritsari Fish Fry, Soya Tikka Masala",744
744,Elborz,"Continental, North Indian, Chinese, Mughlai, Beverages"," Alpha 2, Greater Noida","Grilled Chicken Steak, Malai Kofta, Drink, Dessert, Paneer Tikka, Starters",745
745,The Sweeet Jar,"Cafe, Chinese, Italian, Fast Food, Sandwich, Burger, Beverages"," Karkardooma, New Delhi","Pesto Sandwich, Choco Truffle Cake, Baked Pasta, Peri Peri Pizza, Thick Shakes, Blueberry Cheesecake",746
746,Amaranta - The Oberoi,"Modern Indian, Seafood, North Indian"," The Oberoi, Udyog Vihar, Gurgaon","Worth the Price, Pool, Fantastic Place, Great Hospitality, Cutlery, Appetizers",747
747,Foodzilla,"North Indian, Chinese, Mughlai, Beverages"," Gamma 1, Greater Noida","Murgh Patiala, Schezwan Chicken, Hyderabadi Chicken, Murgh Rara, Handi Paneer, Panneer Butter Masala",748
748,Thok,"North Indian, Mughlai, Chinese, Rolls, Biryani"," Lajpat Nagar 4, New Delhi","Handi Meat, Kadhai Mushroom, Kheer, Roomali Roti, Tandoori Momos, Afghani Chicken",749
749,Tandoori Innings,"North Indian, Chinese"," Sector 50, Gurgaon",,750
750,The China Wall,"Chinese, Thai, Seafood, North Indian"," Sector 135, Noida","Chilli Garlic Crispy Chicken, Juicy Chicken Drumsticks, Veg Talumein Soup, Vegetable Manchurian, Chicken Spring Roll, Chilli Paneer Gravy",751
751,Raw Creams,"Ice Cream, Desserts, Beverages, Fast Food"," Vijay Nagar, New Delhi","Liquid Nitrogen Ice Cream, Chocolate Explosion, Nutella Hazelnut, Nutella Waffles, Ice Creams, Cheesy Fries",752
752,Doosri Mehfil,"North Indian, Chinese, Mughlai, Kebab"," Sector 18, Noida","Haryali Chicken Tikka, Chicken Burra, Cheese Naan, Tandoori Mushroom, Chicken Lollypop, Rara Chicken",753
753,QRO Gourmeteriia,"Cafe, Beverages, Italian, Chinese"," Satyaniketan, New Delhi","Fusion Platter, Ferrero Rocher, Butter Chicken Pizza, Peri Peri Pizza, Keema, Kitkat Shake",754
754,The CUP N CAKE Factory,"Bakery, Desserts"," Sector 50, Gurgaon","Cup Cakes, Cupcakes, Choco Fudge, Chocolate Truffle, Red Velvet Cake, Pastries",755
755,Halki Aanch,"Mughlai, Biryani, Chinese, North Indian"," DLF Phase 3, Gurgaon","Sikandari Raan, Achari Aloo, Tawa Paneer, Tawa Chicken, Sweet Corn Soup, Afghani Chicken",756
756,Biryani Queen,"Biryani, North Indian, Mughlai, Hyderabadi, Kebab, Rolls"," Omaxe Connaught Place, Beta 2, Greater Noida","Boneless Mutton Biriyani, Spicy Soya Chaap Biryani, Shahi Paneer Tikka Biryani, Raita, Paneer Butter Masala, Meat",757
757,Dora Cafe,"Healthy Food, Continental, Italian, Mexican, Beverages"," Punjabi Bagh, New Delhi","Bottomless Brunch, Totally Worth it, Hearty Breakfasts, Variety of Pizza, Customizable Dishes, Outdoor Seating",758
758,The Mad Teapot/The Wishing Chair,"Cafe, Bakery, Italian"," Shahpur Jat, New Delhi","Glass Noodle Salad, Sour Cream, Spaghetti, Hot Chocolate, Salads, Pastas",759
759,Pizzaa79,"Pizza, Italian, Fast Food, Desserts, Beverages"," Sector 81, Faridabad","Queen Margherita Pizza, Onion Cheese Pizza, Maharaja Supreme Burger, Sweet Corn Pizza, Choco Brownie, Capsicum Pizza",760
760,Amritsari Kitchen,"North Indian, Rolls"," Sector 63, Noida",,761
761,Goli Vada Pav No. 1,"Street Food, Beverages"," Sector 18, Noida","Makkai Palak Vada Pav, Paneer Vada Pav, Crunchy Roll, Cheese Vada Pao, Misal Pav, Peri Peri Fries",762
762,Spring - Radisson Blu Dwarka,"Continental, North Indian, Beverages"," Radisson Blu, Sector 13, Dwarka, New Delhi","Dinner Buffet, Deserts, Fish, Breads, Drinks, Dal Makhani",763
763,Kebabs and Curries Company by Dilli Dil Se,"North Indian, Mughlai, Chinese, Kebab"," Vasant Kunj, New Delhi","Matka Chicken, Butter Paneer Masala, Soya Malai Chaap, Laccha Parantha, Afghani Chicken, Kebabs",764
764,Masala Fusion Delight,"North Indian, Mughlai, Rolls, Biryani"," Sohna Road, Gurgaon","Chicken Seekh Masala, Tawa Chicken, Chicken 65, Chole, Soya Chaap, Rumali Roti",765
765,Scorpio Cafe,"Chinese, Fast Food, Pizza, Burger, Sandwich"," Mayur Vihar Phase 2, New Delhi","Spicy Chicken Sandwich, Chilli Potato, Pastas, White Sauce Pasta, Chicken Burger, Burgers",766
766,Chinese Garage,"Chinese, Momos, Asian"," East of Kailash, New Delhi","Classic Chilli Paneer, Vegetable Dimsums, Schezwan Noodles, Chicken Drumsticks, Dim Sums, Chilli Chicken Dry",767
767,Cafe Pasticcino,"Cafe, Fast Food, Healthy Food, Sandwich, Modern Indian, Italian, Rolls, Beverages"," DLF Phase 1, Gurgaon","Lasagna, Alfredo Pasta, Chips, Pizzas, Salad, Shakes",768
768,Mon Delice,"Fast Food, Beverages, Desserts"," Baani Square, Sector 50, Gurgaon","Choco Fudge Brownie, Hazelnut Pastry, Tiramisu Pastry, Croissant, Cookies, Chocolate Cake",769
769,FewBucks,"Chinese, North Indian, Fast Food"," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon","Manchurian Balls, Matar Paneer, Masala Chaap, Chilli Chicken Dry, Jeera Rice, Egg Curry",770
770,Sandwich Factory,"Sandwich, Fast Food, Beverages, Mexican, Desserts"," Mayur Vihar Phase 2, New Delhi","Signature Bruschetta, Jumbo Focaccia Burger, Chocolate Croissant, Panini Sandwich, Classic Burger, Burrito",771
771,Tandoori Knights,"North Indian, Chinese"," Sector 11, Faridabad","Chicken Leg Fry, Mushroom Matar, Chicken Tangri, Hakka Noddles, Veg Rolls, Boondi Raita",772
772,The Waffee,"Desserts, Fast Food, Beverages"," Vivek Vihar, New Delhi","Chocolate Chip Waffle, Peri Fries, Waffles, Hot Coffee, Hot Chocolate, Maggi",773
773,Rozaana,"North Indian, Chinese, South Indian, Fast Food"," Sector 63, Noida","Bedmi Poori, Gajar Halwa, Panneer Butter Masala, Idli, Pao Bhaji, Sambhar",774
774,Bakes N Berries,Bakery," South City 2, Gurgaon","Ferrero Rocher Cake, Blueberry Pastry, Eggless Cake, Choco Truffle, Cakes, Pastries",775
775,Snack Adda,"North Indian, Chinese, Fast Food, Beverages"," Sector 45, Noida","Paneer Pizza, Noodle, Tandoori Momos, Paneer Lababdar, Spring Roll, Starter",776
776,Lip Lock,"North Indian, Chinese, Mughlai"," Sector 71, Noida","Kashmiri Dum Aloo, Honey Chilli Potatoes, Noodle, Spring Roll, Tandoori Roti, Manchurian",777
777,iHf Delite Punjabi,"North Indian, Rolls, Mughlai, Fast Food"," DLF Phase 3, Gurgaon","Afghan Chicken, Deluxe Thali, Butter Roti, Chilly Paneer, Veg Biryani, Paneer Butter Masala",778
778,The Streat,"North Indian, Chinese, Fast Food"," DLF Phase 2, Gurgaon","Mushroom Cheese Omelette, Sauteed Vegetables, Malai Soya Chaap, Oreo Shake, Dal, Naan",779
779,Devkinandan,"North Indian, Chinese, South Indian, Fast Food, Beverages"," Sector 18, Noida","Deluxe Thali, Special Thali, Afghani Chaap, Pao Bhaji, Kheer, Lassi",780
780,Dilli BC,"North Indian, Mughlai, Biryani, Rolls"," Sector 72, Noida","Soya Tikka Roll, Missi Rotis, Bhatti Chicken, Dal Dhaba, Paneer Lababadar, Tawa Chaap Masala",781
781,Sirf Biryani,"Biryani, North Indian"," Rodeo Drive, Sector 49, Gurgaon, Gurgaon","Kolkata Chicken Biryani, Mutton Biriyani, Chaap, Meat, Sauce",782
782,Nirvana Restaurant,"North Indian, Mughlai"," DLF Cyber City, Gurgaon","Bhindi Kurkure, Rajma Rice, Chicken Rara, Rajma Chawal, Chicken Tikka Masala, Tandoori Platter",783
783,Mango Chutney,"North Indian, Mughlai, Rolls"," Malviya Nagar, New Delhi","Butter Paneer, Malai Soya Chaap, Malai Kofta, Veg Thali, Tandoori Chicken, Paneer Tikka",784
784,Nikashee,"Chinese, Thai"," Malviya Nagar, New Delhi","Kung Pao Chicken, Manchow Soup, Soups, Honey Chilli Potatoes, Chilly Paneer, Chilly Chicken",785
785,Mad 4 Bar B Que,"Mughlai, North Indian, Chinese, Rolls, Biryani, Momos"," Sector 29, Faridabad","Tandoori Chaap, Chicken Soup, Chilli Potatoes, Tawa Chicken, Paneer Butter Masala, Hakka Noodles",786
786,Railway Yard,"North Indian, Chinese, Mughlai, Fast Food, Beverages"," Gujranwala Town, New Delhi","Cigar Roll, Matki Chicken, Chilli Mushroom, Butter Paneer, Maggie, White Sauce Pasta",787
787,China Garden,Chinese," M Block Market, Greater Kailash 2 (GK2), New Delhi","Aromatic Honey Chicken, Soya Wine Fish, Sapo Chicken, Hakka Chowmein, Date Pancakes, Crispy Lotus Stem",788
788,Pizza Exp 24/7,"Pizza, Fast Food, Beverages"," Sector 54, Gurgaon",,789
789,Ganesh Restaurant,"North Indian, Mughlai, Rolls"," Karol Bagh, New Delhi","Egg Pakora, Fish Pakoda, Tandoori Chicken Tikka, Chicken Afghani, Fish Fry, Chicken Fry",790
790,Yangkiez - Momos & More,"Chinese, Momos"," Baani Square, Sector 50, Gurgaon","Wheat Momo, Fried Chicken Wings, Manchurian Noodles, Chicken Momo, Spring Rolls, Chilli Potato",791
791,Pema's,"Chinese, Asian, Naga, Tibetan, Momos"," Malviya Nagar, New Delhi","Sliced Pork, Tingmo, Chicken Momo, Veg Momos, Chicken Fried Rice, Soups",792
792,Sushiya,"Sushi, Rolls, Japanese"," Select Citywalk Mall, Saket, New Delhi","Maki, California Roll, Sashimi, Miso Soup, Sushi Rolls, Salmon Sushi",793
793,Burger Point,"Fast Food, Burger, Beverages"," Sector 15, Gurgaon","Maharaja Supreme Burger, Cheese Sandwich, Wraps, Veg Burger, Sandwiches, French Fries",794
794,Dramz,"Continental, Italian, European, Asian"," Mehrauli, New Delhi","Chocolate Pie, Kiwi Drink, Orange Mojito, Date Night, Stuffed Mushrooms, Wine",795
795,The Sky High,"Continental, North Indian, Mughlai, Italian"," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",,796
796,Clue,"Finger Food, North Indian, Continental, Chinese, Mughlai, Beverages"," Punjabi Bagh, New Delhi",,797
797,The Wine Company,"Modern Indian, Italian, European"," Cyber Hub, DLF Cyber City, Gurgaon",,798
798,Ghoomar Traditional Thali Restaurant,"Rajasthani, North Indian"," Connaught Place, New Delhi",,799
799,Limitless Cookhouse & Bar,"North Indian, Mughlai, Fast Food, Chinese"," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",,800
800,The Dineroom,"North Indian, Chinese, Continental, Desserts, Beverages"," Punjabi Bagh, New Delhi",,801
801,RYU Bar,"Chinese, Thai, Asian, Bar Food, Desserts","  32nd Avenue, NH8, Gurgaon, Gurgaon",Euphoric Nightlife Experience with a Rooftop Bar and Pan-asian and Oriental Dining,802
802,Kylin Experience,"Asian, Chinese, Thai, Japanese, Malaysian, Vietnamese"," Ambience Mall, Vasant Kunj, New Delhi","Re-invented with luxurious ambience, new scrumptious Pan Asian dishes and exciting cocktails on the menu.",803
803,Qubitos - The Terrace Cafe,"Thai, European, Mexican, North Indian, Chinese"," Rajouri Garden, New Delhi",,804
804,Catalyst Gastrobar,"North Indian, European, Chinese, Fast Food, Tex-Mex, Continental, Italian, Beverages"," Sector 16, Faridabad",,805
805,G2 Cafe,"Asian, Continental, Italian, North Indian, Pizza"," Anand Vihar, New Delhi",,806
806,The Forestta,"North Indian, Chinese, Italian"," Sector 54, Gurgaon","Fried Icecream, Murgh Malai Tikka, Veg Sweet Corn Soup, Veg Spring Rolls, Drums of Heaven, Chicken Manchow Soup",807
807,Unlocked - Bar.Kitchen.Escape Room,"European, American, Italian, Continental, Desserts, Beverages","  32nd Avenue, NH8, Gurgaon, Gurgaon","A restaurant offering a unique dining experience with authentic European dishes, a collection of Board Games and an Escape room.",808
808,Noire - Live Kitchen,"Continental, Italian, Desserts, Fast Food, Beverages"," M Block Market, Greater Kailash 2 (GK2), New Delhi",,809
809,Cafe Hawkers,"North Indian, Fast Food, Chinese, Italian, Mexican, Beverages, Desserts"," Connaught Place, New Delhi",,810
810,Invitation,"North Indian, Mughlai, Chinese"," Ashok Vihar Phase 2, New Delhi","Paneer Birbali, Tomato Soup, Butter Chicken, Dal Makhani, Kadhai Paneer, Shahi Paneer",811
811,Seoul Restaurant,"Japanese, Korean, Beverages"," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",,812
812,Cafe Soul Garden,"Cafe, Continental, Italian, Pizza"," DLF Phase 4, Gurgaon","Chicken Thai Curry, Iced Lemon Tea, Pizza Alle Verdure, Veggie Delight, Stroganoff, Chicken Shawarama",813
813,Mr Ohashi,"Asian, Sushi, Chinese, Japanese, Momos, Thai"," Sector 14, Faridabad",,814
814,#3BROS,"Continental, Chinese, North Indian, Mughlai, Thai, Italian, Beverages"," Sector 63, Noida",,815
815,Kwality,"North Indian, Mughlai, Fast Food, Desserts, Beverages"," Connaught Place, New Delhi",,816
816,The Bar Company,"Chinese, North Indian, Continental, Italian"," Gardens Galleria, Sector 38 Noida, Noida",,817
817,Pindi,"North Indian, Mughlai, Chinese, Beverages"," Pandara Road Market, New Delhi",,818
818,"Sorrento - Shangri-La's - Eros Hotel, New Delhi","Continental, Italian, Pizza, Seafood"," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",,819
819,Guftagu Cafe,"Cafe, Continental, Italian"," DLF Phase 2, Gurgaon","Chicken Crostini, Blackberry Mojito, Butter Maggi, Peri Fries, Masala Tea, Hot Coffee",820
820,Duty Free | Vayu Bar,"Continental, Mexican, North Indian, Pasta, Asian, Mughlai, Pizza"," Sector 29, Gurgaon",,821
821,Mala-Akbari,"North Indian, Mughlai"," Sector 15, Gurgaon",,822
822,"Shang Palace - Shangri-La's - Eros Hotel, New Delhi","Asian, Beverages, Seafood"," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",,823
823,Mosaic - Crowne Plaza,"Italian, Continental, North Indian, Asian, Desserts, Beverages"," Crowne Plaza Hotel, Rohini, New Delhi",,824
824,Cha Bar,"Cafe, Fast Food, Desserts, Biryani, Italian, Sandwich"," Connaught Place, New Delhi","Passion Fruit Ice Tea, Cardamom Tea, Bun Tikki, Earl Grey Tea, Rose Tea, Smoked Chicken Pasta",825
825,Baba's,"North Indian, Mughlai, Kebab"," Golf Course Road, Gurgaon","Lemon Mushroom, Baba Butter Chicken, Reshmi Chicken, Hari Mirch Paratha, Masala Cola, Tangdi Chicken",826
826,The Colony Bistro,"Continental, North Indian, Chinese, Fast Food, Beverages"," Amar Colony, New Delhi",,827
827,Epic Restro Bar,"North Indian, Chinese, Fast Food, Beverages"," Hauz Khas Village, New Delhi",,828
828,Foresta Bistro And Cafe,"Cafe, North Indian, Mughlai, Italian, Continental"," Champa Gali, Saket, New Delhi",,829
829,Krua Thai,"Asian, Thai"," Golf Course Extension, Gurgaon",,830
830,By the Bay,"North Indian, Italian, Chinese, Bar Food"," Delhi University-GTB Nagar, New Delhi",,831
831,Black Club+Café,"North Indian, Italian, Fast Food"," Gaur City 1, Greater Noida","Service is Great, Average Sized Portions, Ambience was Super Cool, Sanitised Service, Excellent Location, Fantastic Decoration",832
832,360° -  The Oberoi,"Italian, Continental, North Indian, Mediterranean"," The Oberoi, Dr. Zakir Hussain Marg, New Delhi","Great for Dates, Worth the Price, Hospitality, Great Service, Decor, Ambiance",833
833,Tesoro Mio,"Continental, Chinese, Italian, Fast Food, North Indian, Mughlai, Tex-Mex, Beverages"," Preet Vihar, New Delhi",Family place with cosy ambiance and good Continental food,834
834,Little Attock,"Modern Indian, Continental, Street Food, Desserts, Beverages"," Okhla Phase 3, New Delhi","Slow-cooked in copper utensils, unprocessed seasonal ingredients, and traditional practices of undivided India, make for an immersive food experience of a slow life so we can again relive the joys of nutritious, healthy, and gratifying food.",835
835,Not Just Paranthas,"North Indian, Kebab, Beverages, Mughlai"," Cyber Hub, DLF Cyber City, Gurgaon","Pan Pizza Parantha, Sharabi Parantha, Churchur Paratha, Amritsari Parantha, Mutton Parantha, Dal Parantha",836
836,3B's -  Country Inn & Suites,"Continental, Chinese, North Indian, Beverages"," Country Inn & Suites by Carlson, Sahibabad, Ghaziabad",,837
